Actual_class,x,y,GMM_classification_result
class1,1.8228752986,1.6725222989,1
class1,3.5611570627,2.7972330107,1
class1,3.2157337018,2.443246298,1
class1,1.475589641,1.8730815804,1
class1,3.1683562909,1.9836877748,1
class1,3.071732358,2.2016441735,1
class1,4.5058909165,1.7485537099,1
class1,1.8327926252,1.6134238657,1
class1,3.2990592786,2.4256862993,1
class1,1.3602364087,2.2396422722,1
class1,3.4250181362,2.2267175867,1
class1,3.2572798332,2.6280281361,1
class1,2.441819552,1.4542921655,1
class1,1.9146971014,2.2950745962,1
class1,1.7233175317,2.5798200279,1
class1,3.0711571322,2.7311080897,1
class1,0.9773409668,2.0808921956,1
class1,4.1524543417,1.9533817215,1
class1,1.6742505688,2.3706601644,1
class1,1.9093595582,1.6170068742,1
class1,4.0967202755,0.8508307133,2
class1,4.1348869777,2.2119149886,1
class1,2.1052514422,1.7949912374,1
class1,3.6819658958,1.8585809855,1
class1,2.3819942508,1.9113568234,1
class1,4.2322747015,2.0865081517,1
class1,3.9063257354,2.2430680463,1
class1,2.2007335886,1.4857801057,1
class1,3.2221532159,1.8371393662,1
class1,3.2528141544,1.5510902955,1
class1,3.9230137629,2.0421955041,1
class1,3.6112266266,1.4650882478,1
class1,2.9005852749,1.4409676729,1
class1,4.2891413582,1.7726160402,1
class1,3.244323921,2.0058593678,1
class1,2.1539805999,1.5242014641,1
class1,1.9482820587,1.9147131163,1
class1,1.3195551514,1.761891684,1
class1,4.164356736,2.3705624973,1
class1,3.0033913071,2.3309145964,1
class1,2.5578657892,2.6219470746,1
class1,3.9221813896,1.1952413477,1
class1,3.3226810917,1.287691858,1
class1,1.4098515192,2.9817502028,5
class1,3.6562466484,1.6837941559,1
class1,4.0136515737,2.0451446833,1
class1,3.144989222,2.3137780815,1
class1,2.9996129979,1.9584827175,1
class1,2.0833471724,1.255402004,1
class1,3.8161272724,1.9644731659,1
class1,1.5047581784,1.7540880885,1
class1,2.6570486689,2.9756502911,5
class1,1.638404572,2.8195047993,5
class1,0.3750468608,2.1699039409,1
class1,3.2594511259,1.6971175999,1
class1,1.3207807966,2.0514645791,1
class1,3.1524776771,2.1199706013,1
class1,4.7418409187,1.4594978845,1
class1,1.4577830819,2.4657760976,1
class1,3.3591290881,1.9144578888,1
class1,2.7239824206,1.290258023,1
class1,2.0048123051,1.5008367163,1
class1,3.9028878977,2.5588213021,1
class1,4.7589293879,1.9594277004,1
class1,2.5305490956,2.7237940573,1
class1,3.2251715641,1.770202119,1
class1,2.5547526827,2.0423184776,1
class1,4.2066002253,0.9536574536,2
class1,3.1093878063,2.1350666521,1
class1,3.216473149,1.1410487895,1
class1,4.2292913513,1.4727135123,1
class1,3.9233296624,2.1797135086,1
class1,2.3529434145,2.8246530281,5
class1,1.9743517214,1.9209871765,1
class1,4.5806026569,1.9990401206,1
class1,2.7269191751,2.5996197376,1
class1,1.0720933108,2.0815365973,1
class1,2.3781808722,1.9498741455,1
class1,2.7684683126,1.9248796771,1
class1,3.4548086467,1.6449002746,1
class1,2.3056830642,2.2280215725,1
class1,0.9319190967,1.8742219074,1
class1,4.0314307561,2.058814589,1
class1,4.1636072823,2.7780830415,1
class1,5.1779259912,1.5639368218,1
class1,3.2697204125,1.7224693798,1
class1,3.1507270565,2.2188418678,1
class1,2.7113723771,2.2090622164,1
class1,4.0082740822,2.1254667851,1
class1,3.7526722693,2.8911284656,1
class1,2.6858295207,1.5293959773,1
class1,2.9527463615,1.8818648862,1
class1,1.7746659205,1.7020491068,1
class1,2.1018615805,1.5902674635,1
class1,3.5393844397,1.8084722118,1
class1,1.3447237688,2.9456682942,5
class1,3.0225933802,1.6199416509,1
class1,4.870217762,2.2142546178,1
class1,3.8639082549,1.3650354024,1
class1,3.3704138506,1.5659944691,1
class1,3.5686967655,2.4478404974,1
class1,3.3354459274,1.7223453626,1
class1,2.7167426847,1.8397764911,1
class1,1.3470409397,1.7072034043,1
class1,2.7905771139,2.5610450277,1
class1,4.2669059974,1.1133730266,2
class1,3.1559548579,2.1112026157,1
class1,1.6266462175,1.6647108615,1
class1,2.0440708703,2.2443537128,1
class1,2.0601363764,1.1858933922,1
class1,5.6592048722,2.898874897,1
class1,2.486228686,1.7953404545,1
class1,4.3406640802,3.0196782234,1
class1,1.9216457295,1.6639067443,1
class1,3.3046093085,1.5253033867,1
class1,1.6983274563,2.1506086944,1
class1,3.7188063594,1.4987589437,1
class1,2.3003203944,2.1512700429,1
class1,2.2487704866,2.2210399864,1
class1,4.22296188,2.2117860542,1
class1,2.6085508551,2.0496849472,1
class1,1.7968364593,1.9780529487,1
class1,3.1110108915,1.6218341928,1
class1,2.2271088951,1.6688816721,1
class1,4.7853470498,2.8096245167,1
class1,2.7594855962,0.945167633,1
class1,2.9214644195,1.5084051904,1
class1,1.6025058282,2.1543971853,1
class1,5.4585126092,2.2238050427,1
class1,2.9160671593,1.7485895651,1
class1,2.1773803844,2.1421602847,1
class1,0.5809686707,1.8599751517,1
class1,2.1848188919,2.4633683337,1
class1,3.8840877293,2.2015708185,1
class1,3.00887109,1.7451598352,1
class1,4.0175080573,0.867881272,2
class1,1.2308391209,2.2067774956,1
class1,3.6400316316,3.0285780105,1
class1,2.0811369599,2.2487433405,1
class1,3.1556548392,1.8503674436,1
class1,4.5275142803,2.8202929856,1
class1,3.6791373248,2.0673532994,1
class1,3.266024639,2.8622159989,1
class1,3.7769289194,2.1396543833,1
class1,3.2243048167,2.3391727293,1
class1,4.2999821498,2.8266979451,1
class1,2.4713788392,2.38791754,1
class1,1.5509652719,3.2324392506,5
class1,3.1154606743,1.387121566,1
class1,2.0309673432,1.3699642741,1
class1,2.4804671574,2.6058881809,1
class1,2.8244290713,1.7558257482,1
class1,3.459262205,2.0267480131,1
class1,4.1613804057,2.4876854117,1
class1,4.1254921357,2.1450240035,1
class1,4.2922123118,1.9629536363,1
class1,4.6484403296,2.2180778149,1
class1,1.6565740985,1.4976664832,1
class1,3.5758666369,1.9760735892,1
class1,3.2901393664,2.6259323938,1
class1,0.7298393566,2.1710661679,1
class1,4.2085055677,3.3437881206,6
class1,2.3110488722,2.6055886093,1
class1,2.6525209213,2.8737895135,1
class1,2.4071834527,2.1112313352,1
class1,2.1510846389,1.3856423622,1
class1,2.7904045697,1.6648068519,1
class1,5.4113290541,2.7586156101,1
class1,2.5596077759,1.5002050854,1
class1,3.1042680183,2.4463850323,1
class1,3.7382171505,2.3072471455,1
class1,3.0896739486,1.5051404571,1
class1,2.6068312288,2.4866669679,1
class1,2.9578287243,1.3955550558,1
class1,3.5681814573,2.0904075557,1
class1,4.204137507,1.5580802764,1
class1,3.6294559824,2.1380714716,1
class1,4.7761976413,1.9404356985,1
class1,3.2327221797,1.2615939032,1
class1,2.0653828368,2.5333570362,1
class1,3.3485282783,2.5465592149,1
class1,3.5409186482,2.213189605,1
class1,2.8883497376,1.8359114862,1
class1,3.4205055319,1.0542623409,1
class1,4.063905713,1.5653209868,1
class1,1.4755769814,2.1501686388,1
class1,2.7696798611,2.0642343028,1
class1,3.132503048,1.9784889694,1
class1,3.6272784239,2.0742223517,1
class1,1.7667692542,2.5824992662,1
class1,2.9919209257,2.480059934,1
class1,1.85422023,1.1842830819,1
class1,3.7294050935,2.0015514983,1
class1,1.8894166577,0.9881038174,1
class1,3.7783992046,3.0026902304,1
class1,2.3734318603,2.7891493836,5
class1,2.5953149964,2.6300743243,1
class1,2.4463719304,2.1491532383,1
class1,3.0841094137,2.3644522489,1
class1,2.508509779,1.8218763973,1
class1,2.4709367857,2.5037983817,1
class1,3.7902207991,1.8134016615,1
class1,2.0454036292,1.2149223955,1
class1,4.0381679419,2.453282642,1
class1,4.0151335137,2.8090559974,1
class1,2.9480471222,2.2860124181,1
class1,3.4793261412,0.6597744879,6
class1,3.4496233721,2.4732857386,1
class1,1.8170330192,3.1468425928,5
class1,5.509781116,0.9669811105,2
class1,4.1173908785,2.7834851672,1
class1,3.3266833801,2.5434277548,1
class1,0.2665637251,1.5145796732,1
class1,1.8978693725,1.6910881394,1
class1,1.7335067197,0.8387561811,1
class1,3.1505601537,3.2347879033,5
class1,4.0055094233,1.4224349193,1
class1,1.9596596217,2.0124851456,1
class1,2.7103537443,1.8141677565,1
class1,3.2025381897,2.1453211854,1
class1,2.4021815536,2.0356068349,1
class1,2.51375905,1.2972965179,1
class1,3.3261379025,1.9960772793,1
class1,3.4862555554,2.0003508784,1
class1,5.7793840071,1.8107712733,1
class1,4.1897952799,2.1474362055,1
class1,4.1649988612,1.6284452572,1
class1,3.4465066899,1.3984621249,1
class1,4.3658806816,1.8294674472,1
class1,1.6405534471,1.6713261741,1
class1,3.5894188542,1.3499226824,1
class1,3.4453190288,2.3570487132,1
class1,2.3476512269,1.8357572973,1
class1,3.6495713861,2.2461510213,1
class1,3.9683260979,1.8251798605,1
class1,2.4723486524,2.2101323868,1
class1,4.8701859025,2.3142646304,1
class1,3.2008239709,2.0279453742,1
class1,2.4773451009,1.3859498851,1
class1,3.2878673473,1.8489548263,1
class1,1.6083448315,1.4902397931,1
class1,2.3684272085,2.2432271872,1
class1,2.639585325,1.7926808231,1
class1,3.5545187383,1.6381526697,1
class1,2.1398002588,2.2936974908,1
class1,3.1025854665,2.4615377423,1
class1,1.4024053707,1.4174617872,1
class1,4.2775732748,1.98946702,1
class1,4.1450525114,2.2651182155,1
class1,3.6472903578,1.9613938007,1
class1,1.9079522952,2.9277941319,5
class1,4.3994805665,1.8658256107,1
class1,2.9483580129,2.3010228707,1
class1,1.7373744505,1.3946109604,1
class1,3.3844833047,1.6510955594,1
class1,4.3304863697,2.2197047755,1
class1,2.4856804786,2.3280663594,1
class1,4.0331352349,2.1471623443,1
class1,3.5490955952,3.085877305,1
class1,1.1416579353,1.7471131504,1
class1,2.8812253262,1.7172856881,1
class1,4.0389228727,2.5168197096,1
class1,2.5234990035,1.5895287229,1
class1,4.0985256347,3.1082636355,6
class1,1.3472873397,1.7208650633,1
class1,5.0943513226,1.8471465935,1
class1,3.1311943005,2.5644014422,1
class1,3.1951656299,1.6079851592,1
class1,3.7294849991,2.4685598779,1
class1,2.8593764688,2.3960569784,1
class1,2.3233724489,1.4627254798,1
class1,3.6703902884,2.4170048609,1
class1,4.2624222391,2.1708808829,1
class1,2.0610754178,1.722066652,1
class1,3.6964589014,1.6846696091,1
class1,3.6414848555,2.0095163683,1
class1,2.8764938957,2.1216858249,1
class1,3.7907362946,1.5867375705,1
class1,2.8898133867,2.1579706938,1
class1,3.9403341969,1.9384155145,1
class1,1.8886995863,1.5802728092,1
class1,0.8098407287,1.4911371897,1
class1,3.1185920963,1.7183162739,1
class1,2.6144041277,1.5975294909,1
class1,1.9979356852,2.5362420038,1
class1,2.6002473359,1.4316819919,1
class1,4.4079725925,2.0666021016,1
class1,3.9615640911,2.2602754797,1
class1,4.4960291531,1.5155677056,1
class1,2.0442400883,2.1843543588,1
class1,4.3633508226,1.7584508261,1
class1,1.5804453699,1.5585062952,1
class1,3.0518033783,1.2696656535,1
class1,2.3238396689,1.5251948998,1
class1,3.638174235,2.8577682562,1
class1,2.2094667248,1.2145002449,1
class1,4.2712946656,1.6734580075,1
class1,3.5162480772,1.4225709867,1
class1,4.7876232749,2.380672293,1
class1,4.5771534647,1.5409673076,1
class1,0.7230150458,1.7781557201,1
class1,2.2838177586,2.361342793,1
class1,2.2722995703,2.4656057213,1
class1,2.2277464019,1.4535833782,1
class1,4.1827090729,1.9041248731,1
class1,3.5757362357,2.1891403699,1
class1,3.1755998696,1.9946201064,1
class1,3.2371370069,2.934407842,1
class1,3.1204055102,2.6474752779,1
class1,2.3322630658,2.6665610521,1
class1,3.1479403384,0.972993757,1
class1,1.9977922175,1.8241707963,1
class1,3.1264351105,1.8802052267,1
class1,2.0233263041,1.4566506229,1
class1,2.8109394368,1.6048241477,1
class1,2.2435357872,2.362759718,1
class1,4.0437676203,1.3014377637,1
class1,1.862067665,2.5852179683,1
class1,2.4809197945,2.8316601623,5
class1,4.157122265,2.0066010636,1
class1,3.7521224828,2.8989706268,1
class1,1.8418381631,2.8034891659,5
class1,2.5971693749,2.0393991962,1
class1,3.0629127385,1.7999358126,1
class1,2.6000622727,2.4260541136,1
class1,3.1723239308,1.6677839717,1
class1,2.6909289053,1.9118375852,1
class1,2.5539409782,2.6003004251,1
class1,3.1836605369,1.4947186892,1
class1,3.6758390514,1.6512806954,1
class1,3.8417936837,2.4389016341,1
class1,3.7559222289,1.0810389512,6
class1,2.4091732527,2.4653520204,1
class1,3.3362847035,1.9523589794,1
class1,1.9650928513,1.9260531667,1
class1,2.8867342702,1.9230608042,1
class1,1.4869077568,1.8061394666,1
class1,4.2059903624,1.9721567209,1
class1,3.051841801,1.7686875074,1
class1,4.743001044,1.6056241025,1
class1,3.7960108867,2.5047803639,1
class1,2.6044753552,1.9983269827,1
class1,3.2967164394,2.2284935247,1
class1,3.2391899283,2.2825149509,1
class1,3.6025427004,1.9135128212,1
class1,3.6585763679,1.8205562266,1
class1,3.1330083469,2.2154896443,1
class1,2.5879919471,1.8484033521,1
class1,4.5599993032,2.2593075626,1
class1,3.4653745735,1.4553780229,1
class1,3.7246987284,2.01452152,1
class1,4.0686239642,2.0596574994,1
class1,3.4332272186,2.6897160562,1
class1,4.0040341617,2.8740455051,1
class1,2.0522525725,1.8867341132,1
class1,3.0788541176,1.6640167612,1
class1,2.9659641504,1.4773146028,1
class1,2.9065426774,1.7124093916,1
class1,4.1200480637,2.0012886827,1
class1,2.9975664444,1.3767789636,1
class1,1.9097906319,1.761436399,1
class1,3.3116893384,2.2756163168,1
class1,3.6426110568,2.7124463263,1
class1,3.4123295415,2.4909650035,1
class1,2.8960417456,1.6825672014,1
class1,2.4656638272,1.0004492564,1
class1,3.1920095259,1.8008563629,1
class1,2.0101388566,2.1746439806,1
class1,4.1689062699,2.0250589096,1
class1,2.5145042817,1.697422405,1
class1,3.1554755119,1.7184416184,1
class1,3.7687586292,2.2215354262,1
class1,1.6890325796,2.6924554618,5
class1,3.3421142627,2.3133697038,1
class1,3.4105336731,0.9047311292,1
class1,4.0106439721,1.5794032972,1
class1,4.6314606931,1.4610300886,1
class1,4.5980514827,1.5461361241,1
class1,5.2909585017,2.6929006725,1
class1,1.8436580979,2.181473894,1
class1,2.2861346464,2.0119748163,1
class1,3.382638038,1.9403128659,1
class1,1.5707757161,1.0500224916,1
class1,1.8184174013,1.8527152805,1
class1,4.0578664585,1.6950480749,1
class1,2.7714270125,1.918248116,1
class1,3.4012411864,1.6019011146,1
class1,2.8627610189,2.331006206,1
class1,1.8668057984,1.8366085614,1
class1,1.929057307,2.1257504115,1
class1,3.8682989831,2.2892108934,1
class1,4.495438541,2.0163720147,1
class1,2.1995803398,2.0152284939,1
class1,2.584497271,2.4562380893,1
class1,3.5414877513,2.4646456741,1
class1,2.6077115856,1.3678127348,1
class1,3.0200901926,1.3640702647,1
class1,0.204081853,2.6795572066,5
class1,1.3109347553,1.8613095558,1
class1,3.6092474147,2.0838430565,1
class1,3.7863662456,2.1150383849,1
class1,4.1186881965,1.8785321733,1
class1,2.154556957,2.0655918091,1
class1,2.5919642962,1.8040531245,1
class1,3.606215635,2.5390681073,1
class1,4.4072261685,2.2850010372,1
class1,4.0730497521,1.6209110664,1
class1,1.4684544337,2.3317457408,1
class1,3.0820234509,1.3441376357,1
class1,2.1054905609,1.4169803059,1
class1,3.3864059501,1.3991036856,1
class1,3.3972805464,1.8969971669,1
class1,2.86038071,2.2496196907,1
